#漢字	音標	解釋
多	tɔ55	多 多少
憎	tsəŋ55	憎 憎恨
則	tsɐk055	则 否则
曾	tsʰeŋ11	曾 曾经
層	tsʰeŋ11	层 层次
贈	tseŋ22	赠 赠送
賊	tsʰak022	贼 做贼
僧	tsəŋ55	僧 唐僧
側	tsʰɐk055	侧 侧面
測	tsʰɐk055	测 测量
色	sek055	色 色彩
蒸	tseŋ55	蒸 蒸发
拯	tsʰeŋ24	拯 拯救
膨	pʰaŋ11	膨 膨胀
白	pak022	白 白色；白吃白喝
帛	pak033	帛 财帛
盲	maŋ11	盲 盲人，文盲
虻	mɔŋ22	虻 牛虻
猛	maŋ33	猛 凶猛
孟	maŋ22	孟 孟子
陌	mɐk022	陌 陌生
打	ta24	打 打针
冷	laŋ33	冷 天冷
撑	tsʰaŋ55	撑 支撑
拆	tsʰak033	拆 拆开
澤	tsak022	泽 毛泽东
擇	tsak022	择 择菜；选择
宅	tsak022	宅 住宅
窄	tsak033	窄 狭窄
生	saŋ55	生 生活；生小孩
牲	saŋ55	牲 牺牲；畜牲
笙	saŋ55	笙 乐器
甥	saŋ55	甥 外甥
省	saŋ24	省 省长
省	saŋ24	省 节省
更	kəŋ55	更 更加
庚	kaŋ55	庚 庚子，庚款
羹	kaŋ55	羹 调羹
哽	kʰeŋ24	哽 骨哽在喉
埂	kaŋ24	埂 田埂
梗	kaŋ24	梗 菜梗
更	kaŋ55	更 三更；更换
格	kak033	格 格子
坑	haŋ55	坑 坑害
客	hak033	客 客人
硬	ŋaŋ22	硬 软硬
額	ŋak022	额 名额
亨	həŋ55	亨 大亨
赫	hɐk055	赫 显赫
嚇	hak033	吓 吓一跳
行	haŋ11	行 行走；行为
衡	haŋ11	衡 平衡
杏	həŋ22	杏 杏仁
行	həŋ33	行 品行
浜	pɔŋ55	浜 沙家浜
繃	pəŋ55	绷 绷带
擘	mɔk055	擘 用手擘开
棚	pʰaŋ11	棚 瓜棚
蚌	pʰɔŋ24	蚌 蚌壳
萌	məŋ11	萌 萌芽
氓	mɐn11	氓 流氓
麥	mak022	麦 大麦
塞	sɐk055	塞 阻塞
肯	həŋ24	肯 肯定
刻	hɐk055	刻 刀刻，雕刻
刻	hɐk055	刻 时刻
克	hɐk055	克 克服
黑	hɐk055	黑 黑白
恆	həŋ11	恒 永恒
冰	pəŋ55	冰 结冰
逼	pek055	逼 被逼
憑	pʰeŋ11	凭 文凭
匿	nek055	匿 匿名
陵	leŋ11	陵 陵园
凌	leŋ11	凌 冰凌；凌厉
菱	leŋ11	菱 菱角
力	lek022	力 力量
即	tsek055	即 立即
鯽	tsɐk055	鲫 鲫鱼
息	sek055	息 休息
熄	sek055	熄 熄灭
媳	sek055	媳 媳妇
徵	tseŋ55	征 征求
澄	tsʰeŋ11	澄 水浑，澄一澄
懲	tsʰeŋ11	惩 惩罚
橙	tsʰaŋ24	橙 橙子
瞪	təŋ55	瞪 瞪眼
直	tsek022	直 直接
値	tsek022	值 价值
脈	mak022	脉 把脉
摘	tsak022	摘 文摘；摘花
橙	tsʰaŋ24	橙 橙子，脐橙
