#漢字	音標	解釋
多	tɔ55	多 多少
枱	tʰɔi35	枱[桌子]
舦	tʰai24	舦[舵]
捭	pʰɐi55	捭[削]
咪	mɐi55	咪[麦克风]
睇	tʰɐi35	睇[看]
縊	jek033	缢[上吊]
脢	mui21	脢[背脊肉]
碓	tɔi33	碓（水~）
癐	kui22	癐[累]
髀	pei35	髀[大腿]
畀	pei35	畀[给、被]
洱	lei35	洱（普~茶）
煲	pou55	煲（～汤）
冇	mou24	冇[没有]（~钱、~人）
佬	lou35	佬（肥～）
蠔	hou21	耗（生~、~油）
拗	au24	拗（～颈）
裱	piu35	裱（～画）
瓢	pʰiu21	瓢
嫽	liu21	嫽[调戏、逗弄]
撬	kiu33	撬
踎	mɐu55	踎[蹲]
竇	tɐu22	窦[鸟窝]
褸	lɐu55	褛(大～；蒙盖：～住)
睺	hɐu55	睺（注意；希冀）
嬲	lɐu55	嬲[恼怒]
邱	jɐu55	邱[姓]
抌	tɐm35	抌(用手锤：～心～肺)
腩	lam24	腩（腹肉：肚～）
扻	kʰɐm35	扻（掴：～一巴）
啱	ŋam55	啱[合适]
啖	tan22	啖[量]（头~汤、敨~气）
噉	kan35	[这样]
冚	kʰɐm35	冚[盖]
檻	lan24	槛（门～）
鯰	lin21	鲇（～鱼）
諗	lɐn35	谂[思考]
腍	lɐn21	腍[黏而软]
緝	tsʰɐt055	缉（通～）
笪	tat033	笪（竹～）
邋	lat033	邋（～遢）
綻	tsan22	绽（破~、~线、~放）
梘	kan35	枧（番～）
慳	han55	悭[节省]（~钱）
搴	kʰin35	搴[揭开]
跣	sin33	跣[滑]
椽	jin21	椽（~子、屋~）
奀	ŋɐm55	奀（～细）
扤	ŋɐm33	扤（摇动：～脚）
乜	mɐt055	乜[什么]
蹲	tøn55	蹲
圂	wøn33	圂（关禁：～住）
搵	wøn35	揾[找]
樽	tsøn55	樽[瓶子]
劏	tʰɔŋ55	劏[宰杀]
螂	lɔŋ21	螂（螳 ~）
胳	kak022	胳（~膊、~肢窝）
斫	kʰam35	斫[用刀斧砍]（~ 柴）
逛	kʰɔŋ22	逛（～街）
戥	seŋ55	戥[秤]（厘 ~）
簕	lɐk033	簕[刺]（~ 瓜、~ 杜鹃）
鐺	tsʰaŋ55	铛[平底锅]
呃	ŋak055	呃[骗]
靚	liɛŋ33	靓[漂亮]
嚦	liɛk055	呖[利害、能干]（~ 仔）
埕	tsʰeŋ21	埕[酒瓮]（酒 ~）
姘	pʰeŋ33	姘（～头）
擗	pʰiɛk033	擗[扔弃]
掟	tiɛŋ33	掟（扔：～石头）
壢	lek055	坜[畦]
戙	toŋ33	戙[竖]
睩	lok055	睩[瞪]
轆	lok055	辘[轮子]
餸	soŋ33	餸[菜肴]（饭 ~）
喐	jok055	喐[动]
礱	loŋ35	砻[谷磨]
焗	kuk033	焗（~ 饭、盐 ~鸡、~ 油）
