#漢字	音標	解釋
多	to55	多 多少
築	tʃʰok055	筑 建筑
畜	tʃʰok055	畜 牲畜
蟲	tʃʰoŋ21	虫 虫子
仲	tʃoŋ21	仲 杜仲
逐	tʃok033	逐 驱逐
軸	tʃok033	轴 轴承
崇	ʃoŋ21	崇 崇高
縮	ɬok055	缩 缩小
終	tʃoŋ55	终 终于
衆	tʃoŋ33	众 群众
祝	tʃok055	祝 庆祝
粥	tʃok055	粥 煮粥
充	tʃʰoŋ55	充 充分
叔	ʃok055	叔 叔叔
熟	ʃok022	熟 煮熟
淑	ʃok022	淑 淑女；人名
戎	ioŋ55	戎 戎马
絨	ioŋ21	绒 绒毛
肉	ȵiok022	肉 肉体
弓	koŋ55	弓 弓箭
躬	koŋ55	躬 鞠躬
宮	koŋ55	宫 天宫，宫殿
菊	kʰok055	菊 菊花
麴	kʰok055	麴 酒麴
窮	kʰoŋ21	穷 穷人
畜	tʃʰok055	畜 畜牧
蓄	tʃʰok055	蓄 储蓄
郁	ʋɐt055	郁 忧郁；郁南
熊	ioŋ21	熊 熊猫
雄	hoŋ21	雄 英雄
融	ioŋ21	融 融化
育	iok022	育 教育
封	foŋ55	封 开封
峯	foŋ55	峰 山峰
蜂	foŋ55	蜂 蜜蜂
鋒	foŋ55	锋 锋利
捧	poŋ35	捧 捧走
逢	foŋ21	逢 相逢
縫	foŋ21	缝 缝衣服
奉	foŋ21	奉 奉献，奉承
俸	foŋ35	俸 俸禄
濃	ȵoŋ21	浓 浓厚
龍	loŋ21	龙 龙头
隴	loŋ21	陇 山陇；陇西
壟	loŋ35	垄 垄断
綠	lok022	绿 碧绿
錄	lok022	录 记录
蹤	tʃoŋ55	踪 踪迹
縱	tʃoŋ33	纵 纵横
縱	tʃoŋ33	纵 放纵
足	tʃok055	足 满足
從	tʃʰoŋ21	从 从容
促	tʃʰok055	促 促进
從	tʃʰoŋ21	从 跟从
慫	tʃoŋ33	怂 怂恿
粟	ɬok055	粟 高粱粟；玉米
松	tʃʰoŋ21	松 松树
誦	tʃoŋ21	诵 朗诵
頌	tʃoŋ21	颂 歌颂
訟	tʃoŋ21	讼 诉讼
俗	ʃok022	俗 风俗
續	tʃok022	续 连续
冢	tʃʰoŋ35	冢 乱坟堆
寵	tʃʰoŋ35	宠 宠爱
重	tʃʰoŋ13	重 轻重
重	tʃʰoŋ13	重 重要
重	tʃʰoŋ21	重 重复
鐘	tʃoŋ55	钟 闹钟
鍾	tʃoŋ55	钟 钟爱
盅	tʃoŋ55	盅 酒盅
種	tʃoŋ35	种 种类（名、量）
腫	tʃoŋ35	肿 臃肿
種	tʃoŋ33	种 种树（动）
燭	tʃok055	烛 蜡烛
囑	tʃok055	嘱 遗嘱
衝	tʃʰoŋ55	冲 冲锋
觸	tʃʰok055	触 接触
贖	ʃok022	赎 赎罪
舂	tʃoŋ55	舂 舂米
束	tʃʰok055	束 装束
蜀	tʃok055	蜀 蜀国
屬	ʃok022	属 家属
茸	ioŋ21	茸 参茸
辱	iok022	辱 侮辱
褥	iok022	褥 被褥
恭	koŋ55	恭 恭敬
供	koŋ55	供 供给，供不起
龔	koŋ35	龚 姓
拱	koŋ35	拱 拱手
鞏	koŋ35	巩 巩固
供	koŋ33	供 上供
恐	hoŋ35	恐 恐怕
曲	kʰok055	曲 曲折，歌曲
共	koŋ21	共 共同
局	kok022	局 局部
玉	ȵiok022	玉 玉器
獄	iok022	狱 监狱
胸	hoŋ55	胸 心胸
凶	hoŋ55	凶 吉凶
兇	hoŋ55	凶 凶恶，很凶
旭	iok055	旭 旭日
雍	ioŋ55	雍 雍正
癰	ioŋ55	痈 恶性脓疮
擁	ioŋ35	拥 拥护
壅	oŋ55	壅 壅肥（施肥），壅人（埋人）
容	ioŋ21	容 容易
蓉	ioŋ21	蓉 芙蓉
庸	ioŋ21	庸 平庸
溶	ioŋ21	溶 溶化
熔	ioŋ21	熔 熔化
甬	ioŋ35	甬 甬道
勇	ioŋ13	勇 勇敢
涌	ioŋ13	涌 涌现
用	ioŋ21	用 用处
欲	iok022	欲 欲速则不达
慾	iok022	欲 欲望
浴	iok022	浴 沐浴
以	i35	以 以为
玩	ʋan35	玩 游玩
泊	pɔʔ022	泊 淡泊
芒	mɔŋ21	芒 锋芒毕露
項	hɔn21	项 项羽
名	meŋ21	名 名人
驚	keŋ55	惊 惊天动地（文）
領	liaŋ13	领 衣领
嶺	leŋ13	岭 岭南
井	tʃeŋ35	井 井井有条
輕	hiaŋ55	轻 很轻
壁	pek055	壁 面壁三日
聽	tʰiaŋ55	听 听话（白）
零	liaŋ21	零 十零个（白）
曆	liak022	历 历书（白）
靑	tʃʰiaŋ55	青 面色青（白）
腥	ɬiaŋ55	腥 臭腥（白）
錫	ɬiak033	锡 锡纸（白）
郁	iok055	郁 郁郁葱葱
命	miaŋ21	命 一条命（白）
淨	tʃiaŋ21	净 干净（白）
